Time,BlastTemp,BlastPressure,O2Percent,PCI_Rate,TopGas_CO,TopGas_CO2,TuyereTemp,CoolingWater_DeltaT,ShellTemp,Vibration,RUL,FailureType,Anomaly
12,1102.4090914874191,2.5084306521418247,20.605260777534557,153.17437197899656,21.413772305719,18.72603879311036,1792.1120343091916,15.297216692887307,301.18417819347974,2.038171424822603,199.51990398079616,0.0,0.0
13,1091.7326835534068,2.496771655509719,20.860214706578386,153.8757595786785,20.95364996431258,16.923076881315655,1799.9116361892784,14.298050789918692,300.04376156739204,2.072281963689751,199.47989597919585,0.0,0.0
14,1092.7742677841854,2.5131502421394547,21.246896577600996,152.92641822943392,22.522971573896946,18.437498296408457,1773.3100478921158,14.655384714184551,297.8960885658724,2.5700829623322963,199.43988797759553,0.0,0.0
15,1098.68715649925,2.4843951637675676,21.01246255216917,153.33852270755273,21.92848599072702,17.60941768735143,1810.949599176707,15.642042123361957,294.8764927469171,1.9394288523661873,199.3998799759952,0.0,0.0
16,1096.5341382777112,2.405408975724112,20.67789214614076,148.46883415004316,20.6607296845147,17.317615414528433,1791.1167680038773,14.868501765261627,299.0599181897483,1.8609470303097768,199.35987197439488,0.0,0.0
17,1103.2691903190248,2.6134179827083317,21.137495381737633,149.97055697768948,20.48314158349168,16.514260534277494,1812.0118654073817,13.89502598430283,304.9061204971888,2.0735874020061567,199.31986397279456,0.0,0.0
18,1097.2574506063543,2.5197374706888622,20.785557822302557,147.6298941257238,21.041296270856417,18.971918693820243,1811.4320616503644,15.11157405505228,299.95761740453526,1.8186482027501378,199.27985597119425,0.0,0.0
19,1094.8356248660145,2.5325401854800313,21.538357454517662,150.00144593156662,23.82096722526623,16.63613685033286,1800.304851621212,15.385675016838402,303.0894280309855,2.0857161380148725,199.2398479695939,0.0,0.0
20,1109.3249121775443,2.510398474768386,21.46345243872548,152.71848792203815,24.213277918011304,17.948036821990126,1816.045579184068,16.372888525672032,308.86854374413315,1.9933031092391351,199.1998399679936,0.0,0.0
21,1100.967261874145,2.4771984714281943,21.18122922790667,151.10317832781206,22.20498914730891,17.053688754275132,1813.7697872479932,16.15255326865947,297.13961749944934,1.8534373092843668,199.15983196639328,0.0,0.0
22,1102.533207040183,2.505317916429854,21.408302011430933,154.6671186829773,22.14894279624129,18.775843947069923,1803.5452915876003,14.935364453646132,301.5583833050526,2.1032776669402837,199.11982396479297,0.0,0.0
23,1095.171192836806,2.435303581865496,21.019437405037014,147.34166846129648,21.663679628170478,17.665648173686048,1802.7137479578194,14.452664835335755,305.0679770065188,2.026265194054855,199.07981596319263,0.0,0.0
24,1099.6723305231526,2.62978614556409,21.229631248312504,152.29986199178643,21.0655146516905,17.865537344479655,1818.1994258532984,14.77169860063831,295.3834914345874,2.1568650480006903,199.03980796159232,0.0,0.0
25,1192.0102052602717,2.454864013348222,21.443316088590624,147.08746075639513,23.375179057607244,17.899265737069967,1809.842277175713,14.476266492622077,300.94027414232943,4.508906892614899,198.999799959992,0.0,1.0
26,1096.8377149652824,2.465648354371485,21.073649604538293,151.14811154329774,23.873576393897135,18.302570334935783,1818.263409044607,15.506161225703947,309.4136330252122,1.9048724244404172,198.9597919583917,0.0,0.0
27,1104.5702963118752,2.495889997123262,20.923443848545716,153.11978575964955,21.106580914160716,18.01300476398331,1784.2202239614583,16.04166512261565,298.3527588998613,1.9230994714666794,198.91978395679135,0.0,0.0
28,1248.3218064225255,2.582962236679894,20.488613412546865,150.28847116121455,21.9171616215754,17.956726811038884,1809.3875428315991,16.23983435929409,305.39774389225937,3.9776150544807223,198.87977595519104,0.0,1.0
29,1101.431379845244,2.5199385686781355,20.97505994228355,152.61854168834407,21.550133699289834,17.48159802474522,1792.9204990880921,14.587793547502335,299.3523272162716,2.110007215151534,198.83976795359072,0.0,0.0
30,1099.9802295883248,2.458060143277983,21.247026955368693,148.1191371619695,21.579760925135023,16.425270626657905,1808.7277451297737,14.487973600585882,309.05794708898543,1.877050890747956,198.7997599519904,0.0,0.0
31,1112.3489929083676,2.583236782510343,21.28369002827029,146.04042542967264,23.18590825542986,16.881449040458143,1816.413985981723,14.57960557544137,291.83467295829496,2.0753068368814,198.75975195039007,0.0,0.0
32,1103.1188780085954,2.5577219152141213,21.15130951971552,152.7357339684697,20.68803845463388,18.718479738680646,1826.9564238810954,13.06796304991384,300.38879375761195,2.239495924369377,198.71974394878976,0.0,0.0
33,1097.9964919750303,2.5487447101689096,20.837610271511327,156.32981371059896,22.466469690936307,17.694180536673702,1800.4716499727554,13.797187641453082,292.6717397269111,1.8697216333892865,198.67973594718944,0.0,0.0
34,1107.496371541856,2.5582597828940252,20.40695352931572,148.14277389764982,22.728238107305867,17.33599022227752,1804.8835919166456,14.965446994061317,296.5636295213161,1.9119447989318654,198.63972794558913,0.0,0.0
35,1177.8247806604015,2.6428402755925524,20.85143547059858,154.83060440262688,21.857848826398182,16.594271855581955,1809.4716331585093,15.37927174044397,296.5359200763246,4.8254641062597035,198.5997199439888,0.0,1.0
36,1104.6249094435404,2.633025007394519,20.908696538683813,151.3273922993384,22.893067826986773,16.280352859909648,1800.9669447893948,15.491173057882547,298.73723286721133,2.148686006958513,198.55971194238847,0.0,0.0
37,1093.880580051162,2.490081521119628,20.906121309842995,147.2231344170486,22.14765184053745,17.2967931198718,1820.7820898527627,14.219505578129466,294.13255804948403,2.1276981961590318,198.51970394078816,0.0,0.0
38,1097.1362476550378,2.606257478328636,21.185566907093378,147.868766318334,23.21712992115611,18.888052854045256,1810.5786990348145,14.508889852180646,299.71731741524303,1.9293241471334104,198.47969593918785,0.0,0.0
39,1104.859636878594,2.5448664646771606,21.59570292330445,151.3436957462789,20.477794695074145,17.44292980637768,1812.7812538936964,14.730496193360539,302.3803481255265,1.7205876341580009,198.4396879375875,0.0,0.0
40,1107.6657195158784,2.551306529921241,21.037058760552327,150.11599936245082,21.65122473899313,18.400485525241447,1818.0443135434023,14.61887410116444,292.4205003400928,1.8656348246331367,198.3996799359872,0.0,0.0
41,1256.0162338420998,2.442380710273258,20.934980463253062,147.4236773250302,21.928186857148965,17.396940170602043,1811.40519748234,15.688017720664664,296.9073539531333,3.304190933056362,198.35967193438688,0.0,1.0
42,1103.5909565849809,2.5191162765870017,20.922233456098773,146.31331330276618,19.32779261552865,18.63886669602885,1804.2254559167498,13.691825890038071,312.78897746717576,2.12471094314683,198.31966393278657,0.0,0.0
43,1102.7614300880691,2.487634470097792,21.037315430072315,148.8882725490241,20.914047266421466,17.64824919819133,1812.0479560967729,13.850704394957058,301.7322028977699,2.065506027668154,198.27965593118623,0.0,0.0
44,1096.9719825097802,2.5703174184266113,20.75151187189548,152.04284107272258,21.186400745641215,16.768115754449504,1804.3924055638877,14.701564704352554,290.9993115826119,1.8890783753829177,198.2396479295859,0.0,0.0
45,1100.8629062006614,2.583106045686274,21.036059567623816,151.4751790669266,22.94820599482335,17.731046932100558,1814.3088109217033,13.634396296662326,293.0876886798018,1.923426694720968,198.1996399279856,0.0,0.0
46,1200.158079849349,2.42646393268123,21.13524370089954,150.02361812502096,21.2931566536854,19.834000418280407,1823.471857224345,13.09952972104334,301.22153963054507,3.818951032987722,198.1596319263853,0.0,1.0
47,1109.9424708413428,2.529721394902703,21.062905819072345,152.16592728284104,21.181921012694023,19.789884315550854,1802.0248432461701,13.506522840380246,300.597348996632,1.9455356536749064,198.11962392478495,0.0,0.0
48,1106.4721439763848,2.587549731301324,21.137262580201433,154.71326222573052,22.81748578065619,18.486533302779364,1798.7217036595052,14.757285411551234,297.15880519533636,1.8933725786686555,198.07961592318463,0.0,0.0
49,1096.0359257189577,2.52275482783621,21.130124282804562,152.80846026161421,20.382089354209945,17.862941184586298,1814.8073152121729,15.630530816325475,311.06459438836066,2.4055201861909126,198.03960792158432,0.0,0.0
50,1106.5684990320644,2.5691726519297338,20.468430995326067,151.2950353127654,19.928755932556427,18.303901802095083,1806.9048099986887,15.651366534392826,313.193664108344,1.9000771614669874,197.999599919984,0.0,0.0
51,1103.119496770606,2.5509069825954356,21.19106104751862,154.47603951065201,21.638407699930653,18.31685233873329,1815.1668109587686,16.58791543253909,298.78010360483216,2.1439299762719957,197.95959191838367,0.0,0.0
52,1101.7570010363133,2.5510594781868146,20.798695546301264,148.84511594973551,20.552293231921645,17.960113247632897,1818.3184809497309,15.10166511757086,304.46880513379455,2.088917215793762,197.91958391678335,0.0,0.0
53,1108.2965668071947,2.521036965001281,20.671248251098813,151.08273244048544,20.59032070534035,18.44094401992262,1793.9411803553417,15.236200512328828,304.72185206084583,1.7059509341230508,197.87957591518304,0.0,0.0
54,1110.4896263462563,2.4743983831207235,20.6686644516435,151.18703192745716,22.573433791687982,18.208226862153563,1822.5386172348203,14.749592962971656,305.38738730170877,1.8750033837381856,197.83956791358273,0.0,0.0
55,1110.0873393347033,2.4797740597216102,21.13006248314176,148.11222074188004,22.87597383791258,17.684027614635685,1804.203975847169,14.798173534263992,296.90959539553137,2.1748265417890282,197.79955991198239,0.0,0.0
56,1101.3310253551692,2.571939743228344,20.933227521832546,150.59622255687444,22.788864215852126,16.804743200616358,1815.9361512409412,17.08054533159521,309.8092684905836,1.9849056832637508,197.75955191038207,0.0,0.0
57,1104.0770871466498,2.5380649597172424,20.495409364804377,145.6637099070791,23.10877666030723,17.539940757779835,1809.8231837167566,15.261351437255032,299.7710368233889,1.7184143646506873,197.71954390878176,0.0,0.0
58,1107.3753616591146,2.530784715617343,21.143411344557684,157.65784601448914,23.2411343200148,18.799518849073596,1811.153194365195,15.348274269094121,302.2259836097665,2.0904999595552445,197.67953590718145,0.0,0.0
59,1110.6925226380847,2.5171324306296294,20.568117560760353,149.1417720800367,19.87140979117307,17.968537775504636,1833.8664572930054,13.854885697083034,300.1282411558625,1.8953414314374035,197.6395279055811,0.0,0.0
60,1103.5145329440004,2.5236823919568274,21.041946407555464,156.74503570221455,22.45041195992947,18.300286891587504,1820.3719974194096,15.410422274905068,299.4215931433071,2.0991808355757726,197.5995199039808,0.0,0.0
61,1105.0775686208663,2.5919005946986124,21.071549677701917,152.1336046133644,21.47039180043044,17.716984472295586,1826.4769566423124,15.658331979323464,301.51404670457026,2.5497573719891835,197.55951190238048,0.0,0.0
62,1100.5694978588388,2.523404213630435,21.265673124508513,153.74657884371547,21.252575754009563,16.940402494989375,1819.1885179680685,16.110310127937865,294.1945969359934,2.0888902944907106,197.51950390078017,0.0,0.0
63,1100.2152963041488,2.4737228096408783,21.534505435940055,150.6181996034082,22.560414632208705,17.761370285128177,1824.1265288948996,15.630084524901502,290.27026010917274,2.1350371237575487,197.47949589917982,0.0,0.0
64,1110.3539603242934,2.5785664494031186,20.590597102229836,152.74097746336975,20.26970452010425,16.97754409925065,1822.3456980725482,14.873261771916017,299.06112322505237,1.962003654701343,197.4394878975795,0.0,0.0
65,1113.167375859994,2.531746003477145,20.984257843181084,154.10122317218014,20.24889139412768,16.91371082639645,1820.9602056293515,14.83057668713679,295.7278878205847,1.7890850689825946,197.3994798959792,0.0,0.0
66,1106.1208099599958,2.544163739783239,20.917099411486735,154.17595347399126,22.633572744081718,19.20563660886941,1829.729117461412,14.927919321231098,302.86954479521427,2.217987624499924,197.35947189437888,0.0,0.0
67,1111.5930478869384,2.623575078605517,21.13012490578829,154.5391341319122,22.4877860175109,17.579913995065784,1820.4626877602614,15.107187043560904,302.3029775989193,1.8922348233408504,197.31946389277854,0.0,0.0
68,1108.4779219680545,2.5427684323745887,21.064700631280086,151.14230895343076,22.13673265587151,17.258515274539967,1841.9873308536135,16.26765044080618,300.2034273039246,1.967766380355131,197.27945589117823,0.0,0.0
69,1103.53833477193,2.5588539943524884,20.894236127179013,150.8386962178778,21.120086595276863,19.617959684380907,1828.9774864058256,16.072639549201206,307.54590155829305,2.3724978676802286,197.23944788957792,0.0,0.0
70,1108.664934176651,2.4860450134906835,20.867729343416745,147.52968908054018,22.743829634582124,18.81498503540424,1808.211179650936,15.752910953725781,300.10888961128626,1.946461248820509,197.1994398879776,0.0,0.0
71,1114.6419901370455,2.5346020931961477,20.665064743444784,153.91429221957694,22.680302892060475,17.62849077449816,1818.0735728521786,17.0292099804703,292.85127419095164,2.2572684669296894,197.15943188637726,0.0,0.0
72,1106.866354469952,2.5766542198145785,21.296358474721952,155.62416239824165,22.085304515047454,18.427636325552367,1824.0403737655733,12.343761624723175,299.02580759748906,2.091898504161202,197.11942388477695,0.0,0.0
73,1114.9622041686082,2.4689995302582486,21.13776125447986,157.25733597087188,20.82267895873023,17.764211681739297,1820.7431158189136,14.53994142567397,306.0008680401162,1.903984712706811,197.07941588317664,0.0,0.0
74,1094.1335831188505,2.557398692422537,21.27533045933854,153.35724673072076,21.574751654270493,17.3073203207204,1827.3934307504085,14.988727380885617,290.7267562411185,2.0830844232773966,197.03940788157632,0.0,0.0
75,1111.434963103597,2.5529821074926606,20.906881159057345,150.17460027381952,22.837833677524443,18.474691224485003,1828.719389861041,14.327770526039027,299.6798483707513,1.8717187307312981,196.99939987997598,0.0,0.0
76,1107.8536447294507,2.5505909119611814,20.802949359391672,147.4150344389395,23.327191222801787,17.675698114679797,1807.3758343074894,14.070249275347608,303.029340578876,2.1961480624562713,196.95939187837567,0.0,0.0
77,1210.7822323992227,2.6009663127090232,20.676505480011233,155.66357849631447,21.67346339662367,18.075498008999404,1834.0028942183083,13.282840359636793,313.41524247880017,4.377473735700497,196.91938387677536,0.0,1.0
78,1108.0625721851409,2.5664099395268,21.107675275122197,147.18197581858897,21.750327032191738,19.02136323489967,1816.4422703336343,14.688671387915738,306.1973193908793,2.0254045464078883,196.87937587517504,0.0,0.0
79,1097.7583192031605,2.624169046362469,20.68806203264153,151.5811919430681,21.83831089197494,18.911213103795376,1815.6676163265233,15.894027053841832,300.8211135231437,2.284298445985979,196.8393678735747,0.0,0.0
80,1106.6900074069854,2.5011611793134283,21.554598920689966,151.9622534276044,22.274893008910972,17.449906708143924,1815.8495228127329,15.773936342304273,302.763828138136,2.048017950110946,196.7993598719744,0.0,0.0
81,1109.6659380649744,2.5582098275262286,20.60770722567197,152.45894895333527,21.418932699939976,18.486031602287085,1830.1384441039727,14.247870113759298,290.67355560505666,2.1991058602549503,196.75935187037408,0.0,0.0
82,1115.361656783396,2.556207597516601,21.08209803576375,152.80683298564995,19.105814942428417,16.872143753854242,1819.5917635234516,15.220245078531686,294.91542187703146,2.606642600245052,196.71934386877376,0.0,0.0
83,1105.4724475163441,2.499089882138224,21.470056412164137,153.14594867971385,23.192769001647097,18.450414161315706,1815.8344911032045,16.35759981521609,303.42081156219444,2.511626469823845,196.67933586717342,0.0,0.0
84,1214.2495326784588,2.6009333698966555,21.179726927779143,145.51746669940556,23.79468894716255,18.148495305801106,1818.4357692381332,13.479932954654767,300.97387059000295,3.398551934758572,196.6393278655731,0.0,1.0
85,1105.7376304169459,2.669915937232037,21.052702113747532,152.8395439841268,21.387600140394287,18.37897936236343,1804.931563578653,14.84116401962747,301.61373993978833,2.0757044045685302,196.5993198639728,0.0,0.0
86,1112.9144266370945,2.5533932344925963,20.709454905911432,146.13883823912641,20.933346631081225,17.702555245355768,1814.6577080611064,15.28649629080894,300.3426076752682,1.8064122449402267,196.55931186237248,0.0,0.0
87,1204.2513845066874,2.5800534480928756,20.58546924342969,155.05617647032133,21.862899477609776,20.08407127365249,1810.882102238157,15.01001534003679,300.14858031905385,5.121611859331573,196.51930386077214,0.0,1.0
88,1105.8699882824847,2.559584737279433,21.231015032675277,151.22607230078378,21.812496116271227,17.098700292379686,1820.782543476093,15.850633394017395,300.6906884494354,2.0954468720978956,196.47929585917183,0.0,0.0
89,1111.1754947715851,2.5202335394201896,21.451844172232484,146.45223098250312,22.995518577162958,18.971551710968463,1830.3101563427833,13.502173970338134,294.8978596857974,1.862999790157166,196.43928785757151,0.0,0.0
90,1109.1846984289648,2.465426233449403,20.86834500285655,150.51258803445728,22.054639441645037,16.96830168023167,1829.3986383125598,13.994181339202587,299.0354011454768,2.2553732990387707,196.3992798559712,0.0,0.0
91,1113.6324712287815,2.521724538095881,20.658281547715095,151.27680412195153,21.207377169628817,18.50434417462932,1836.6166899807272,15.682041342695996,293.9615132501372,1.9650817188067706,196.3592718543709,0.0,0.0
92,1105.3686966699238,2.4879617242030494,20.262549170835296,156.59092387586958,20.68159054944195,18.575789977251784,1834.5758803887802,13.297775938904985,297.08605452367027,1.914222082682968,196.31926385277055,0.0,0.0
93,1107.3301452959238,2.643308619956686,20.70577054690124,153.64049958968516,22.865634184819672,18.054975871562284,1819.1347054922126,15.811767841033276,306.16556225346415,2.098502982857684,196.27925585117023,0.0,0.0
94,1107.0971849419204,2.552889321791736,20.96590294725029,154.11564864334338,22.59951124116425,17.504675589456294,1824.7935322347337,15.449818156231913,299.2842760550337,1.9257892200469486,196.23924784956992,0.0,0.0
95,1101.8291942029186,2.541887524043517,21.479736972251022,156.65767191091112,23.06055987809182,18.1411348907453,1824.45698021667,15.741919739705361,303.16923538400556,2.012667895367727,196.19923984796958,0.0,0.0
96,1110.7161848961525,2.604177235375629,21.20194010766989,152.8572327423877,21.031813249278905,18.267010333430175,1803.4492970371741,14.530710347240296,300.7685111782443,2.3684539833145415,196.15923184636927,0.0,0.0
97,1187.265361493447,2.5041653884416775,21.091525621412025,155.43985313536254,23.83843689952833,19.78993648630628,1812.962053646579,15.509838436713451,298.2695804732952,3.515438657480771,196.11922384476895,0.0,1.0
98,1109.4380850466355,2.5224404632337913,20.879964101609662,155.26046093698423,20.25630549294276,17.127659714699703,1823.6341327589312,13.827712429849212,295.15319567479946,2.1546858173183208,196.07921584316864,0.0,0.0
99,1108.3276973585434,2.5647152986597743,20.825050284823213,149.38102180324046,22.70960102140148,17.444086503686,1823.7478942224507,14.58549505753368,298.1977613458748,1.903104128386223,196.03920784156833,0.0,0.0
100,1102.5116570618318,2.613275429878148,21.42169427925239,157.69089770085102,20.090417232803098,18.284735557069336,1830.7674601022916,15.036338940277533,301.11593223790425,1.8253656994071776,195.99919983996799,0.0,0.0
101,1107.5729221926524,2.5874437793749867,21.060221562227518,149.04252195682963,21.20966861830153,17.743946209604747,1830.4454524500622,14.10125057544309,303.1028076287029,2.0038942183638424,195.95919183836767,0.0,0.0
102,1108.0499723550245,2.5752955595276408,20.369219792423692,156.08697086984168,23.561022930447958,17.899958962269398,1808.2643972538067,15.218106868034262,300.81572513094807,2.5572894373153106,195.91918383676736,0.0,0.0
103,1105.839310634614,2.567302169823636,20.797938105630827,148.81505838097064,22.83136425447599,19.07035183536376,1831.317019436717,13.855792771206735,303.4534427979702,2.1769292662601396,195.87917583516705,0.0,0.0
104,1109.1311741985446,2.5839222388960166,20.742535190468512,155.20135702337333,21.45377958451282,15.179733496570766,1828.074082098481,15.26865080983501,292.60719109552315,2.113214687812036,195.8391678335667,0.0,0.0
105,1227.6102841262598,2.5745044139802316,20.83612079724676,159.01472270900504,21.481162957178313,17.40205065498219,1832.6765126010703,16.741850304387278,304.5433547963192,4.035152106954795,195.7991598319664,0.0,1.0
106,1119.5415963301496,2.513431614409897,21.168873198085524,152.82133542081897,22.10062211083544,16.25763077374875,1837.2634051637287,13.743334361382642,294.5707607049719,1.944287650760117,195.75915183036608,0.0,0.0
107,1111.069709852733,2.5677397628781464,20.967766535461724,152.72245933040097,22.514140990760723,16.80418356309593,1825.315271017484,14.977439883724074,305.1315658943518,1.7247088355542899,195.71914382876577,0.0,0.0
108,1111.570471786676,2.5122540342512596,20.976940377898902,155.35406233070145,23.251579382682696,20.40462449207247,1839.3467029936326,13.382038941954852,302.72807242570593,2.380611517621498,195.67913582716542,0.0,0.0
109,1109.9961322312595,2.570492329155159,21.39404194839757,152.56572989710855,21.543765995391507,18.598168133952758,1818.1408901119976,14.167045981909583,290.8670957979969,2.0755865351122886,195.6391278255651,0.0,0.0
110,1100.8598885021179,2.5429025869506345,20.791061673063993,159.03989282051464,20.3882149365128,18.951564925058104,1817.7189276157244,15.701949171739447,303.90485812972645,2.058394238816803,195.5991198239648,0.0,0.0
111,1110.40629662682,2.6943978723019573,21.559259857766204,154.1927310680257,22.15696862704876,17.91947035021357,1831.6027712895202,14.569371398209865,305.19753110804635,2.062973947512936,195.55911182236449,0.0,0.0
112,1110.9248750081229,2.5659248822889333,20.798607722588674,152.68670322589566,21.542569162491606,18.75871382483191,1823.763427430167,15.742410138768463,306.5134371106913,2.440434373928784,195.51910382076414,0.0,0.0
113,1123.0245268826502,2.4981954148393695,21.026759458983772,152.0573720732415,20.699366295251554,16.23343549247975,1830.200781745638,15.355883358676758,296.3830537885117,2.082504622791403,195.47909581916383,0.0,0.0
114,1109.8308361507738,2.562183133977209,20.91563892137917,150.91035928361077,22.297668915312794,19.038298411769603,1847.6449173001652,14.935481728660008,301.1250998194744,1.9842979925031234,195.43908781756352,0.0,0.0
115,1112.3844325253408,2.5953417712898066,21.03702574005029,151.8568745577113,21.786886245907212,17.1801558814401,1831.7779609612592,13.970587405276534,303.7022929244454,2.3828269088185867,195.3990798159632,0.0,0.0
116,1110.7869198873113,2.6535206375423033,21.13337759852194,152.71901260379462,22.306512206469794,17.46868418067409,1830.089881470358,15.685488218497538,303.91368074634227,1.9972736188581834,195.35907181436286,0.0,0.0
117,1105.200597458507,2.540855321923105,21.130150572026665,152.33896693073586,21.10555579981282,18.50515107045465,1819.3984077642892,15.304133728451495,302.28165061867674,1.6850878601886896,195.31906381276255,0.0,0.0
118,1116.8413345308306,2.491678919229492,20.774064800813825,151.85816745216334,22.4867105303255,18.316446758582217,1811.2104767248807,13.471959591990645,298.1028659921588,1.7182034301627063,195.27905581116224,0.0,0.0
119,1114.9698402534088,2.6121113978437136,20.663125596765727,160.15998350353368,20.68290180324502,18.08462004839355,1827.6016980837837,14.03547440671668,305.1777663800676,1.985462799226522,195.23904780956192,0.0,0.0
120,1115.2480092031158,2.5027056737949698,21.750951537271714,150.80389819361804,21.172268610303416,16.63690384641968,1839.1099710643025,12.230971118448634,305.20914784367454,2.0823325425701453,195.19903980796158,0.0,0.0
121,1106.8283042512041,2.5503907105948813,20.854804698119835,154.36476152797056,21.757085768912724,18.099813668821643,1825.3231967953586,13.634373193716241,299.47065687919894,2.1885939497506737,195.15903180636127,0.0,0.0
122,1118.4713207566901,2.5597771231654414,21.209763731601598,155.73306352670318,23.741818414959713,18.96056135348323,1832.6757033011497,14.686623738979627,296.3262747895567,1.8407444347823645,195.11902380476096,0.0,0.0
123,1230.72742480274,2.5696329103076843,20.51770760684304,155.8764172665954,22.784825368548493,17.467512903900207,1843.0317352048207,13.944144359652308,296.6065325138512,3.646070242624681,195.07901580316064,0.0,1.0
124,1114.5549886797476,2.6080259918331192,20.916116184028596,153.84082054503617,23.07719250426779,19.314937045340297,1842.8847823356336,14.168333403946313,307.072138186583,1.8628749509532023,195.0390078015603,0.0,0.0
125,1122.6542235878592,2.5398359712052843,20.96184018480527,153.32503792006932,23.417077033343144,17.12730806408599,1833.2577974766896,16.390570157575777,305.0034419345941,2.2477478124999255,194.99899979996,0.0,0.0
126,1106.830213533192,2.5607778493887476,21.14184452097835,155.4322470043142,25.602832135810875,18.006547891718373,1830.767875854453,16.028813324038065,300.15185149648187,2.281688961544864,194.95899179835968,0.0,0.0
127,1109.0320616391025,2.5741941115143785,20.18326375770242,154.9075830688397,22.041589067558434,19.53532773337661,1813.9747967978342,14.305331812239398,299.25818477255706,2.4170575048059093,194.91898379675936,0.0,0.0
128,1112.442165652686,2.582827514986917,21.0498421839235,153.36150955830846,23.420400923129854,17.31860008730039,1822.9506317873916,15.793537634402515,291.41511740596366,2.0959121238786915,194.87897579515902,0.0,0.0
129,1109.5065904996998,2.580675615024924,20.655077563389632,149.4830723091188,23.012635254401943,19.053985483377073,1826.5335970666454,16.214872852904175,299.8360460884316,2.398864359558287,194.8389677935587,0.0,0.0
130,1104.35041095939,2.598017816052513,21.097303713358478,152.7952125000383,22.996032503307525,19.97465236222181,1820.9035334689786,15.618548491585756,294.3044762376312,1.8874246974204951,194.7989597919584,0.0,0.0
131,1112.5259997406185,2.618839386342216,20.689101240948553,150.78956216333077,23.77423961804018,18.17104406892415,1831.9941859988737,15.298927483041895,301.0570497929409,2.0693936059949567,194.75895179035808,0.0,0.0
132,1106.9508184708382,2.5967055936724455,20.743355191222324,152.25791600046102,21.580686969015524,17.472983012616695,1848.7060404595331,16.098323077718405,306.19028904436937,1.814241452149034,194.71894378875774,0.0,0.0
133,1114.7091448077376,2.6001762156016843,20.91791171688202,154.38919903585432,21.50131497606362,17.227261197049977,1844.8441736855318,15.769517979957413,295.36379544577994,2.1412721360134683,194.67893578715743,0.0,0.0
134,1219.240358507237,2.498805388329564,20.68430115911904,155.395824760544,22.31976551348186,19.304602703347324,1832.179442090616,13.78690573644259,301.4609874126623,3.5463629791451234,194.63892778555712,0.0,1.0
135,1120.2476183596416,2.5808440759210325,20.857339665979392,159.69101359498953,21.817300228078114,19.276694199339648,1837.6061494766525,14.811067746061033,305.2589528208518,1.5362360458739968,194.5989197839568,0.0,0.0
136,1204.7324115533527,2.602720731218652,20.641987269437006,152.76742688749997,22.318500852998174,19.449309122868677,1822.5940037412627,14.447930918940454,301.3735313872434,4.167585127879699,194.55891178235646,0.0,1.0
